first,second
Q_TES_heater_peak,42.73156822872778
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.09239272923076165
lifetime,42.0
Q_ind,0.0
CAPEX_TES_HEN,875.8540213581542
P_coldpump,19.401864497075728
TES_LCOE_Charge,0.06061791871346027
flowSalt_charge_peak,0.09888819825217018
TES_fom_yr,625.1766510028456
