first,second
Q_TES_heater_peak,95.70602341878242
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.18352316572471605
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,221.71772275786384
P_coldpump,43.45441496520661
TES_LCOE_Charge,0.007871975409230517
flowSalt_charge_peak,0.22148019859942242
TES_fom_yr,126.83276973301643
