first,second
Q_TES_heater_peak,203.40183480719557
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.12935875621527557
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,964.5427147893363
P_coldpump,92.35267978610518
TES_LCOE_Charge,0.03202292549843818
flowSalt_charge_peak,0.4707068286753577
TES_fom_yr,855.2637474840096
