Label,Solar,Wind,Coal,TES,Li-ion
ers/CEM_TES_storage200emissions0,11136.384448426264,4101.9862807070185,0.0,323.165858426281,3224.309063447845
ers/CEM_TES_storage20emissions0,11131.425160220932,4131.814069163502,0.0,244.70500572372586,3225.1308962838993
