first,second
Q_TES_heater_peak,143.2866834598695
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.0934775115900593
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,1492.6446692928394
P_coldpump,65.05796374809402
TES_LCOE_Charge,0.09138041707804631
flowSalt_charge_peak,0.33159002929711534
TES_fom_yr,6946.407233364936
