first,second
Q_TES_heater_peak,305.3229405787331
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.0992381464226629
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,3306.3082756839276
P_coldpump,138.62899412558414
TES_LCOE_Charge,0.12602160256706138
flowSalt_charge_peak,0.706569796766484
TES_fom_yr,6946.407233364936
