,700MW,600MW,660MW,500MW,250MW,210MW,195_200MW,140MW,120_125MW,100_110MW,500MW_0,500MW_1,500MW_2,500MW_3,500MW_4,250MW_0,250MW_1,250MW_2,250MW_3,250MW_4,210MW_0,210MW_1,210MW_2,210MW_3,210MW_4,210MW_5,210MW_6,210MW_7,210MW_8,210MW_9,210MW_10,210MW_11,210MW_12,210MW_13,210MW_14,210MW_15,210MW_16,210MW_17,210MW_18,210MW_19,210MW_20,210MW_21,210MW_22,210MW_23,210MW_24,210MW_25,210MW_26,210MW_27,210MW_28,210MW_29,210MW_30,210MW_31,210MW_32,210MW_33,210MW_34,210MW_35,210MW_36,210MW_37,210MW_38,210MW_39,210MW_40,210MW_41,210MW_42,210MW_43,210MW_44,210MW_45,210MW_46,210MW_47,210MW_48,195_200MW_0,195_200MW_1,195_200MW_2,195_200MW_3,195_200MW_4,140MW_0,140MW_1,140MW_2,140MW_3,120_125MW_0,120_125MW_1,120_125MW_2,120_125MW_3,120_125MW_4,120_125MW_5,120_125MW_6,120_125MW_7,120_125MW_8,100_110MW_0,100_110MW_1,100_110MW_2,100_110MW_3,100_110MW_4,100_110MW_5,100_110MW_6,100_110MW_7
IP_input_T_coal,560.0,560.0,560.0,537.6,537.6,537.3,538.0,539.0,537.4,537.5,537.0,538.0,537.0,538.0,538.0,537.0,537.0,537.0,537.0,540.0,540.0,537.0,540.0,539.0,540.0,535.0,540.0,535.0,540.0,540.0,540.0,540.0,540.0,540.0,535.0,540.0,540.0,540.0,535.0,535.0,540.0,535.0,535.0,535.0,535.0,535.0,535.0,540.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,540.0,540.0,539.0,535.0,535.0,535.0,540.0,540.0,540.0,537.0,535.0,535.0,540.0,535.0,535.0,540.0,540.0,538.0,540.0,535.0,543.0,540.0,535.0,537.0,535.0,537.0,537.8,540.0,535.0,540.0,535.0,535.0,535.0,540.0,540.0,540.0,535.0,540.0
IP_input_P_coal,55.5,36.625,36.625,36.9968227,31.9219001,29.8625113,28.2689366,27.5579571,26.8469776,26.0624485,36.6781077,37.6587691,36.6781077,36.4329424,37.4871533,31.7748009,31.7748009,32.2651316,31.0393049,32.7799788,31.0393049,31.0393049,26.8714941,31.7748009,31.7748009,31.0393049,31.7748009,26.6263288,28.5876515,31.7748009,31.7748009,28.0973208,26.6263288,26.6263288,31.0393049,31.7748009,31.0393049,30.7941396,25.1553368,26.1359981,31.7748009,31.7748009,26.8714941,26.8714941,26.8714941,28.5876515,31.7748009,26.8714941,31.7748009,31.7748009,31.7748009,31.7748009,31.7748009,31.0393049,31.0393049,31.0393049,31.0638214,28.3424862,28.3424862,31.0393049,31.0638214,26.8714941,31.7748009,31.7748009,31.7748009,31.7748009,31.7748009,26.2585808,26.8714941,31.0638214,27.6069902,26.1359981,28.1708704,28.3424862,26.8714941,26.8714941,26.8714941,29.5683129,26.9695603,26.8714941,26.5772957,26.8714941,26.1359981,26.2830973,27.6069902,26.8714941,27.3618248,17.0648806,26.9695603,26.8714941,26.6263288,29.0779822,28.7102342,26.3811635,26.8714941
LP_input_T_coal,326.452695,329.66808,329.66808,311.743574,312.661006,312.795831,313.639695,314.560989,313.421878,313.643418,311.323336,311.942772,311.323336,312.163914,311.973725,312.211095,312.211095,312.122238,312.344416,314.413204,314.726445,312.344416,315.477391,313.799654,314.594061,310.756825,314.594061,311.561276,315.168022,314.594061,314.594061,315.256391,315.521604,315.521604,310.756825,314.594061,314.726445,314.770582,311.829747,311.650751,314.594061,310.622874,311.516545,311.516545,311.516545,311.203608,310.622874,315.477391,310.622874,310.622874,310.622874,310.622874,310.622874,310.756825,310.756825,310.756825,310.75236,315.212204,315.212204,313.93235,310.75236,311.516545,310.622874,314.594061,314.594061,314.594061,312.211095,311.62838,311.516545,314.722031,311.382375,311.650751,315.243134,315.212204,313.892801,315.477391,311.516545,317.372288,315.459707,311.516545,313.154008,311.516545,313.234162,313.84096,315.344778,311.516545,315.388978,313.30879,311.498653,311.516545,315.521604,315.07967,315.145932,311.606011,315.477391
LP_input_P_coal,11.1,7.325,7.325,7.39936453,6.38438003,5.97250226,5.65378731,5.51159142,5.36939552,5.2124897,7.33562154,7.53175382,7.33562154,7.28658848,7.49743067,6.35496019,6.35496019,6.45302632,6.20786098,6.55599576,6.20786098,6.20786098,5.37429883,6.35496019,6.35496019,6.20786098,6.35496019,5.32526576,5.7175303,6.35496019,6.35496019,5.61946417,5.32526576,5.32526576,6.20786098,6.35496019,6.20786098,6.15882791,5.03106735,5.22719962,6.35496019,6.35496019,5.37429883,5.37429883,5.37429883,5.7175303,6.35496019,5.37429883,6.35496019,6.35496019,6.35496019,6.35496019,6.35496019,6.20786098,6.20786098,6.20786098,6.21276429,5.66849723,5.66849723,6.20786098,6.21276429,5.37429883,6.35496019,6.35496019,6.35496019,6.35496019,6.35496019,5.25171616,5.37429883,6.21276429,5.52139803,5.22719962,5.63417409,5.66849723,5.37429883,5.37429883,5.37429883,5.91366257,5.39391205,5.37429883,5.31545915,5.37429883,5.22719962,5.25661946,5.52139803,5.37429883,5.47236496,3.41297611,5.39391205,5.37429883,5.32526576,5.81559644,5.74204684,5.27623269,5.37429883
LP_output_T_coal,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392,35.1386392
LP_output_P_coal,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475,0.0475
LP_vaporfraction_coal,0.882776275,0.906579118,0.906579118,0.897761392,0.906025287,0.909613325,0.912896711,0.914664439,0.915511869,0.917172997,0.898026251,0.896908764,0.898026251,0.898775855,0.897166849,0.906060527,0.906060527,0.905208364,0.907361498,0.905434626,0.908467402,0.907361498,0.916414902,0.906798817,0.907167507,0.906622711,0.907167507,0.915083045,0.913013871,0.907167507,0.907167507,0.913965955,0.916917048,0.916917048,0.906622711,0.907167507,0.908467402,0.908906954,0.91819258,0.916101488,0.907167507,0.905321014,0.914580308,0.914580308,0.914580308,0.911175153,0.905321014,0.916414902,0.905321014,0.905321014,0.905321014,0.905321014,0.905321014,0.906622711,0.906622711,0.906622711,0.906578871,0.913488018,0.913488018,0.90809907,0.906578871,0.914580308,0.905321014,0.907167507,0.907167507,0.907167507,0.906060527,0.915845231,0.914580308,0.908423622,0.9130971,0.916101488,0.913822172,0.913488018,0.915681957,0.916414902,0.914580308,0.912255002,0.916215229,0.914580308,0.915918527,0.914580308,0.916835482,0.916821575,0.914933472,0.914580308,0.915423189,0.939121747,0.914380398,0.914580308,0.916917048,0.912076692,0.912778199,0.915590078,0.916414902
coal_power_net,-720.475974,-626.012347,-675.205921,-536.635751,-273.225983,-229.38512,-217.102307,-154.074239,-132.737143,-120.50135,-544.91149,-539.299367,-538.306502,-539.755567,-540.496179,-273.964219,-273.964219,-270.064247,-273.286542,-274.749407,-231.417473,-232.681736,-227.649805,-227.66224,-230.690036,-229.909592,-230.690036,-230.699064,-232.600967,-231.422939,-236.154306,-227.826955,-229.262207,-229.93894,-230.856826,-229.768486,-226.856349,-228.105297,-230.355494,-230.05952,-230.690036,-228.46639,-229.596313,-230.303231,-230.924461,-237.192649,-233.750919,-229.523334,-230.761375,-230.532371,-231.876663,-231.379016,-228.278965,-229.909592,-229.909592,-229.037707,-229.406941,-228.71801,-227.07624,-231.117921,-229.925779,-227.859013,-231.014937,-228.682143,-230.690036,-230.690036,-227.913433,-227.276044,-232.247256,-213.506542,-217.370407,-216.899385,-224.543745,-224.59199,-158.443276,-159.102566,-160.086428,-153.354918,-132.595592,-135.562177,-132.764542,-137.112832,-136.330348,-132.58687,-134.66229,-136.183295,-138.684585,-120.5204,-119.836614,-126.25841,-120.663311,-119.64275,-120.54415,-124.895572,-125.281064
flowsteam_calibrated,450.757576,393.333333,424.242424,347.083895,177.416807,149.328704,141.471801,100.38931,86.7592593,78.8473625,352.777778,348.501684,348.501684,349.027778,349.305556,178.058361,178.058361,175.448934,177.741162,177.717172,149.943883,151.349607,148.233726,147.60101,149.368687,149.936869,149.368687,151.237374,151.11532,149.842873,152.90404,148.106061,149.335017,149.775533,150.554153,148.772447,146.990741,147.835297,151.349607,150.925926,149.368687,148.894501,150.462963,150.925926,151.332772,155.092593,152.335859,149.452862,150.389029,150.239899,151.11532,150.791246,148.772447,149.936869,149.936869,149.368687,149.60578,148.639169,147.572952,149.943883,149.943883,149.325196,150.554153,148.069585,149.368687,149.368687,148.148148,149.074074,152.199074,138.343855,142.314815,142.29798,145.959596,145.959596,103.462402,103.626543,104.938272,99.1666667,86.3636364,88.8748597,86.8546577,89.8905724,89.2424242,86.6863075,87.6332772,89.2817059,90.2777778,80.7239057,78.5634119,82.7805836,78.6363636,77.7272727,78.3459596,81.9444444,81.6147587
lmtd_salt,65.5100134,74.2634968,74.2792179,97.2656105,100.880262,102.716294,103.603707,103.546544,105.263094,105.947773,,,,,,101.377164,101.377164,101.0028,101.982474,98.6230748,99.9527503,101.984543,103.459332,100.064938,99.3809717,103.216978,99.3784838,107.047116,101.962626,99.3814517,99.4034121,102.378254,103.709509,103.680701,103.205273,99.3809766,99.9425453,100.130783,108.404849,107.474525,99.380991,102.596102,106.782969,106.777007,106.780996,105.239622,102.634427,103.459289,102.628472,102.629799,102.634668,102.635706,102.609078,103.243872,103.243872,103.21396,103.195954,102.164235,102.134066,100.638527,103.179696,106.777328,102.668991,99.3810105,99.3925427,99.3925427,101.381125,107.382368,106.78267,99.9515159,106.115097,107.462379,102.314721,102.180802,104.841088,103.477803,106.781674,98.9449925,103.371494,106.781789,105.773684,106.781809,106.182624,105.515396,102.805256,106.781728,103.021363,117.26522,106.688858,106.792069,103.684355,101.544518,101.864929,107.235694,103.454007
UA,26362046.7,20564455.7,22175766.2,13613675.0,6735409.0,5575143.13,5245638.06,3729190.7,3168185.94,2862559.23,,,,,,6724288.76,6724288.76,6647829.45,6676190.07,6909466.3,5759630.85,5684773.5,5518091.74,5655832.99,5767367.02,5555960.01,5767511.41,5421791.99,5700644.28,5785648.17,5902539.93,5566476.02,5546688.84,5564596.44,5579466.41,5744344.95,5646771.55,5669580.16,5363821.06,5391109.56,5767365.9,5547606.77,5406369.0,5423306.82,5437723.08,5647086.22,5673707.68,5563477.14,5601523.52,5595896.51,5628235.81,5616108.99,5542358.2,5554512.77,5554512.77,5535067.71,5544717.05,5597192.44,5558684.25,5716022.65,5558123.55,5365770.75,5605460.77,5717204.36,5766695.6,5766695.6,5594525.3,5329036.72,5468765.51,5314019.67,5142909.71,5083491.81,5488907.94,5495398.68,3794984.34,3856873.3,3770641.55,3860974.6,3217436.7,3193447.68,3156049.29,3229943.61,3231395.9,3160237.9,3281161.43,3208068.29,3373701.81,2660766.94,2825186.18,2974182.08,2921466.53,2943164.29,2958071.49,2933049.78,3038316.03
