,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Source,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model,Aspen output for Coal Model,"Aspen input for TES model, and output of Coal Model ",Aspen input for TES model and Coal Model,Aspen output for TES model,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for TES model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,Aspen output for Coal Model ,"Aspen output for Coal Model, input for TES model",Aspen output for TES model (design spec set at 290 C),"NETL for 700, 600, 660 MW Archetypes and CEA report for the rest",Aspen output for TES model,Aspen output for TES model 
Capacity,Steam Turbine Efficiency of TES,Enthalpy change of steam between input and output of the heat exchanger (J/kg) - Qs,Gross Power Output (MW) ,Molten Salt Flow (kg/s),deltaA for Heat Exchanger Network (C),deltaB for Heat Exchanger Network (C),deltaC for Heat Exchanger Network (C) ,deltaD for Heat Exchanger Network (C) ,Peak Steam Flow (kg/s) ,Steam Turbine Efficiency of Coal Plant,Output Target Pressure of LP turbine for TES model,HP turbine input temperature for TES (C),HP turbine output temperature for TES (K),HP_output_P_MS - HP turbine output pressure for TES (Pa) ,IP_input_T_MS - IP turbine input temperature for TES (K),IP_input_P_MS - IP turbine input pressure for TES  (Pa) ,LP_input_T_MS - LP turbine input temperature for TES (K),LP_input_P_MS - LP turbine input pressure for TES (Pa) ,LP_output_T_MS - LP turbine output temperature for TES (K),LP_output_P_MS - LP turbine output pressure for TES (Pa) ,LP_vaporfraction_MS - LP turbine output vapor fraction for TES,HP_output_T_coal - HP turbine output temperature for Coal Plant (C),HP_output_P_coal - HP turbine output pressure for Coal Plant (bar),IP_input_T_coal - IP turbine output temperature for Coal Plant (C),IP_input_P_coal - IP turbine input pressure for Coal Plant (bar) ,LP_input_T_coal - LP turbine input temperature for Coal Plant (C) ,LP_input_P_coal - LP  turbine input pressure for Coal Plant (bar),LP_output_T_coal - LP turbine output temperature for Coal Plant (C) ,LP_output_P_coal - LP turbine output pressure for Coal Plant (bar),LP_vaporfraction_coal - LP turbine output vapor fraction for Coal Plant,coal_power_net - Gross Power Output (MW) of Coal Plant,"Calibrated steam flow (kg/s) from Coal Plant model, used for TES model ",cold_salt_temp - Cold Salt Temperature (C) ,steam_peak_temp - Peak Steam Temperature (C)   ,Salt LMTD for TES,UA
210MW_13,0.4025826969253094,-3489819.4000000004,229.90764512751,1694.555346,25.000380999999948,158.38218300000003,89.16477400000008,243.435735,149.775533,0.4025827027509496,0.0475,540.15,326.60638200000005,31.6263288,540.15,26.6263288,315.671604,5.32526576,35.28863899999999,0.0475,0.916917048,326.456367,31.6263288,540.0,26.6263288,315.521604,5.32526576,35.1386392,0.0475,0.916917048,-229.93894,149.775533,290.149545,540.15,103.680701,5564596.44
210MW_14,0.4055400510280729,-3471941.100000001,230.82084100751,1691.154269,30.000621000000024,149.71614999999997,78.85963800000002,243.526166,150.554153,0.4055400483840423,0.0475,535.15,319.614102,36.039304900000005,535.15,31.0393049,310.906825,6.20786098,35.28863899999999,0.0475,0.906622711,319.464118,36.0393049,535.0,31.0393049,310.756825,6.20786098,35.1386392,0.0475,0.906622711,-230.856826,150.554153,290.12697000000003,535.15,103.205273,5579466.41
210MW_15,0.4071937939723606,-3482039.1,229.73216897751,1676.751567,25.000590999999982,146.60151699999994,77.25079500000004,243.49181400000003,148.772447,0.4071937891369984,0.0475,540.15,323.530348,36.774800899999995,540.15,31.7748009,314.744061,6.35496019,35.28863899999999,0.0475,0.907167507,323.380371,36.7748009,540.0,31.7748009,314.594061,6.35496019,35.1386392,0.0475,0.907167507,-229.768486,148.772447,290.150048,540.15,99.3809766,5744344.95
210MW_16,0.4065945642637229,-3483151.9000000004,226.8211935855755,1657.4274850000002,25.000564999999938,148.24889700000006,78.85800699999993,243.45826000000005,146.990741,0.4065945599170289,0.0475,540.15,323.962751,36.039304900000005,540.15,31.0393049,314.876445,6.20786098,35.28863899999999,0.0475,0.908467402,323.812769,36.0393049,540.0,31.0393049,314.726445,6.20786098,35.1386392,0.0475,0.908467402,-226.856349,146.990741,290.12394300000005,540.15,99.9425453,5646771.55
210MW_17,0.4063908131749971,-3483522.8000000007,228.07019080751,1667.175836,25.00055599999996,148.798184,79.39680500000009,243.44250200000005,147.835297,0.4063908111935495,0.0475,540.15,324.107429,35.7941396,540.15,30.7941396,314.92058199999997,6.158827909999999,35.28863899999999,0.0475,0.908906954,323.957446,35.7941396,540.0,30.7941396,314.770582,6.15882791,35.1386392,0.0475,0.908906954,-228.105297,147.835297,290.11057200000005,540.15,100.130783,5669580.16
210MW_18,0.4000188408496865,-3480912.4000000004,230.32540504751003,1707.84296,30.000357000000008,163.28927699999997,92.837673,243.4842170000001,151.349607,0.4000188427761417,0.0475,535.15,323.20647599999995,30.1553368,535.15,25.1553368,311.979747,5.03106735,35.28863899999999,0.0475,0.91819258,323.056472,30.1553368,535.0,25.1553368,311.829747,5.03106735,35.1386392,0.0475,0.91819258,-230.355494,151.349607,290.150046,535.15,108.404849,5363821.06
210MW_19,0.4010437180070147,-3479419.2,230.02849949751,1701.941554,30.000407,160.97288100000003,90.38694799999996,243.517375,150.925926,0.4010437223929567,0.0475,535.15,322.59800099999995,31.135998100000002,535.15,26.135998100000002,311.800751,5.22719962,35.28863899999999,0.0475,0.916101488,322.447992,31.1359981,535.0,26.1359981,311.650751,5.22719962,35.1386392,0.0475,0.916101488,-230.05952,150.925926,290.172949,535.15,107.474525,5391109.56
210MW_20,0.4071937932952084,-3482039.1,230.65357632751,1683.471764,25.000590999999982,146.60152699999992,77.25081499999999,243.49185000000008,149.368687,0.4071937883016628,0.0475,540.15,323.530348,36.774800899999995,540.15,31.7748009,314.744061,6.35496019,35.28863899999999,0.0475,0.907167507,323.380371,36.7748009,540.0,31.7748009,314.594061,6.35496019,35.1386392,0.0475,0.907167507,-230.690036,149.368687,290.150086,540.15,99.380991,5767365.9
210MW_21,0.4061371911109719,-3470817.700000001,228.43004209751004,1671.137488,30.00064799999996,148.04649399999994,77.19964600000003,243.463811,148.894501,0.4061371886087908,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-228.46639,148.894501,290.05506,535.15,102.596102,5547606.77
210MW_22,0.4017820784420303,-3478298.9000000004,229.56462626751,1695.655702,30.00044300000002,159.24453200000005,88.56730600000003,243.50612600000005,150.462963,0.4017820852105392,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-229.596313,150.462963,290.15326000000005,535.15,106.782969,5406369.0
210MW_23,0.4017820799644543,-3478298.9000000004,230.2714492268136,1700.782108,30.00044300000002,159.24038000000007,88.559347,243.49164,150.925926,0.40178208559603,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-230.303231,150.925926,290.138479,535.15,106.777007,5423306.82
210MW_24,0.401782079376364,-3478298.9000000004,230.89259635751,1705.427895,30.00044300000002,159.243158,88.56467200000009,243.501332,151.332772,0.4017820858208228,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-230.924461,151.332772,290.148368,535.15,106.780996,5437723.08
210MW_25,0.4034121553853513,-3475682.7,237.15818647751,1745.3386380000002,30.000521999999933,155.27081999999996,84.44744400000002,243.491283,155.092593,0.4034121723618654,0.0475,535.15,321.093389,33.5876515,535.15,28.5876515,311.353608,5.7175303,35.28863899999999,0.0475,0.911175153,320.943344,33.5876515,535.0,28.5876515,311.203608,5.7175303,35.1386392,0.0475,0.911175153,-237.192649,155.092593,290.118912,535.15,105.239622,5647086.22
210MW_26,0.4061371925025526,-3470817.700000001,233.71375517534327,1710.349944,30.00064799999996,148.073131,77.25080100000002,243.556908,152.335859,0.4061371888848378,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-233.750919,152.335859,290.15005599999995,535.15,102.634427,5673707.68
210MW_27,0.4028265255495307,-3489449.4000000004,229.49185296751,1690.599846,25.00039300000003,157.80799100000002,88.56560200000001,243.438913,149.452862,0.4028265334817237,0.0475,540.15,326.45741399999997,31.871494100000003,540.15,26.871494100000003,315.627391,5.374298830000001,35.28863899999999,0.0475,0.916414902,326.307396,31.8714941,540.0,26.8714941,315.477391,5.37429883,35.1386392,0.0475,0.916414902,-229.523334,149.452862,290.15009899999995,540.15,103.459289,5563477.14
210MW_28,0.4061371918093553,-3470817.700000001,230.72467129751,1688.401702,30.00064799999996,148.06899199999998,77.24285099999997,243.54244100000005,150.389029,0.4061371881101078,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-230.761375,150.389029,290.13529300000005,535.15,102.628472,5601523.52
210MW_29,0.40613719151187,-3470817.700000001,230.49570397751,1686.747527,30.00064799999996,148.06991499999992,77.24462400000004,243.545666,150.239899,0.4061371882561374,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-230.532371,150.239899,290.13858400000004,535.15,102.629799,5595896.51
210MW_30,0.4061371933605079,-3470817.700000001,231.83978826751,1696.650022,30.00064799999996,148.07329900000002,77.251123,243.557494,151.11532,0.4061371876684345,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-231.876663,151.11532,290.15065400000003,535.15,102.634668,5628235.81
210MW_31,0.4061371921416875,-3470817.700000001,231.34221801751,1693.027244,30.00064799999996,148.07402000000002,77.25250900000003,243.560016,150.791246,0.4061371884777413,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-231.379016,150.791246,290.153227,535.15,102.635706,5616108.99
210MW_32,0.4061371915854608,-3470817.700000001,228.24264677751,1669.9619389999998,30.00064799999996,148.05551200000002,77.21696499999996,243.495329,148.772447,0.4061371892752127,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-228.278965,148.772447,290.087221,535.15,102.609078,5542358.2
210MW_33,0.4055400516775418,-3471941.100000001,229.87375028751,1684.803682,30.000621000000024,149.74296100000004,78.91114600000003,243.619906,149.936869,0.4055400469493229,0.0475,535.15,319.614102,36.039304900000005,535.15,31.0393049,310.906825,6.20786098,35.28863899999999,0.0475,0.906622711,319.464118,36.0393049,535.0,31.0393049,310.756825,6.20786098,35.1386392,0.0475,0.906622711,-229.909592,149.936869,290.222622,535.15,103.243872,5554512.77
210MW_34,0.4055400516775418,-3471941.100000001,229.87375028751,1684.803682,30.000621000000024,149.74296100000004,78.91114600000003,243.619906,149.936869,0.4055400469493229,0.0475,535.15,319.614102,36.039304900000005,535.15,31.0393049,310.906825,6.20786098,35.28863899999999,0.0475,0.906622711,319.464118,36.0393049,535.0,31.0393049,310.756825,6.20786098,35.1386392,0.0475,0.906622711,-229.909592,149.936869,290.222622,535.15,103.243872,5554512.77
210MW_35,0.4055400503984222,-3471941.100000001,229.00199625751,1677.9688099999998,30.000621000000024,149.72218299999997,78.87122799999997,243.54726,149.368687,0.4055400473728296,0.0475,535.15,319.614102,36.039304900000005,535.15,31.0393049,310.906825,6.20786098,35.28863899999999,0.0475,0.906622711,319.464118,36.0393049,535.0,31.0393049,310.756825,6.20786098,35.1386392,0.0475,0.906622711,-229.037707,149.368687,290.148494,535.15,103.21396,5535067.71
210MW_36,0.4055602451108144,-3471903.7,229.37114923751,1680.624264,30.00062200000002,149.668177,78.81885999999997,243.55131,149.60578,0.4055602426641956,0.0475,535.15,319.59944700000005,36.0638214,535.15,31.063821400000002,310.90236000000004,6.21276429,35.28863899999999,0.0475,0.906578871,319.44946,36.0638214,535.0,31.0638214,310.75236,6.21276429,35.1386392,0.0475,0.906578871,-229.406941,149.60578,290.15235099999995,535.15,103.195954,5544717.05
210MW_37,0.4042344644620875,-3487228.299999999,228.68518942751,1679.508913,25.00045899999997,154.39291000000003,85.03622699999994,243.44736800000004,148.639169,0.4042344834908818,0.0475,540.15,325.56864099999996,33.3424862,540.15,28.3424862,315.362204,5.66849723,35.28863899999999,0.0475,0.913488018,325.418594,33.3424862,540.0,28.3424862,315.212204,5.66849723,35.1386392,0.0475,0.913488018,-228.71801,148.639169,290.142564,540.15,102.164235,5597192.44
210MW_38,0.4042344661402677,-3487228.299999999,227.04365044751,1666.9910089999998,25.00045899999997,154.37063,84.994239,243.37095500000004,147.572952,0.4042344822518484,0.0475,540.15,325.56864099999996,33.3424862,540.15,28.3424862,315.362204,5.66849723,35.28863899999999,0.0475,0.913488018,325.418594,33.3424862,540.0,28.3424862,315.212204,5.66849723,35.1386392,0.0475,0.913488018,-227.07624,147.572952,290.06459299999995,540.15,102.134066,5558684.25
210MW_39,0.4063840102497589,-3480908.9000000004,231.0820769654981,1689.597066,26.000576000000024,148.54856300000006,78.87205899999992,243.49681800000008,149.943883,0.4063840074749557,0.0475,539.15,323.09331199999997,36.039304900000005,539.15,31.0393049,314.08235,6.20786098,35.28863899999999,0.0475,0.90809907,322.94333,36.0393049,539.0,31.0393049,313.93235,6.20786098,35.1386392,0.0475,0.90809907,-231.117921,149.943883,290.150038,539.15,100.638527,5716022.65
210MW_40,0.4055602444934525,-3471903.7,229.88990878751,1684.176829,30.00062200000002,149.656885,78.79716699999994,243.511832,149.943883,0.4055602433036588,0.0475,535.15,319.59944399999995,36.0638214,535.15,31.063821400000002,310.90236000000004,6.21276429,35.28863899999999,0.0475,0.906578871,319.44946,36.0638214,535.0,31.0638214,310.75236,6.21276429,35.1386392,0.0475,0.906578871,-229.925779,149.943883,290.112067,535.15,103.179696,5558123.55
210MW_41,0.40178207865355,-3478298.9000000004,227.82755849751,1682.748352,30.00044300000002,159.24060400000008,88.55977500000006,243.49242,149.325196,0.4017820847621318,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-227.859013,149.325196,290.139275,535.15,106.777328,5365770.75
210MW_42,0.4061371915129884,-3470817.700000001,230.97819535751,1690.870375,30.00064799999996,148.09716200000005,77.29695100000004,243.640895,150.554153,0.4061371882957962,0.0475,535.15,319.175575,36.774800899999995,535.15,31.7748009,310.772874,6.35496019,35.28863899999999,0.0475,0.905321014,319.025593,36.7748009,535.0,31.7748009,310.622874,6.35496019,35.1386392,0.0475,0.905321014,-231.014937,150.554153,290.23575600000004,535.15,102.668991,5605460.77
210MW_43,0.4071937931019413,-3482039.1,228.64599244588496,1668.830435,25.000590999999982,146.601542,77.25084200000003,243.49190000000004,148.069585,0.4071937882740787,0.0475,540.15,323.530348,36.774800899999995,540.15,31.7748009,314.744061,6.35496019,35.28863899999999,0.0475,0.907167507,323.380371,36.7748009,540.0,31.7748009,314.594061,6.35496019,35.1386392,0.0475,0.907167507,-228.682143,148.069585,290.150136,540.15,99.3810105,5717204.36
210MW_44,0.4071937930560196,-3482039.1,230.6535763261172,1683.653637,25.000590999999982,146.610055,77.266886,243.521097,149.368687,0.4071937883016628,0.0475,540.15,323.530348,36.774800899999995,540.15,31.7748009,314.744061,6.35496019,35.28863899999999,0.0475,0.907167507,323.380371,36.7748009,540.0,31.7748009,314.594061,6.35496019,35.1386392,0.0475,0.907167507,-230.690036,149.368687,290.179929,540.15,99.3925427,5766695.6
210MW_45,0.4071937930560196,-3482039.1,230.65357632751,1683.653637,25.000590999999982,146.610055,77.266886,243.521097,149.368687,0.4071937883016628,0.0475,540.15,323.530348,36.774800899999995,540.15,31.7748009,314.744061,6.35496019,35.28863899999999,0.0475,0.907167507,323.380371,36.7748009,540.0,31.7748009,314.594061,6.35496019,35.1386392,0.0475,0.907167507,-230.690036,149.368687,290.179929,540.15,99.3925427,5766695.6
210MW_46,0.4065603754407347,-3475305.0,227.87726285751,1665.886271,28.000625000000014,147.48290099999997,77.250813,243.530893,148.148148,0.4065603720660704,0.0475,537.15,320.91794500000003,36.774800899999995,537.15,31.7748009,312.361095,6.35496019,35.28863899999999,0.0475,0.906060527,320.767965,36.7748009,537.0,31.7748009,312.211095,6.35496019,35.1386392,0.0475,0.906060527,-227.913433,148.148148,290.150081,537.15,101.381125,5594525.3
210MW_47,0.4011685303769978,-3479232.5,227.24526744751,1681.250136,30.00041299999998,160.7006849999999,90.11392999999998,243.57461900000004,149.074074,0.4011685354744998,0.0475,535.15,322.5222,31.2585808,535.15,26.2585808,311.77838099999997,5.25171616,35.28863899999999,0.0475,0.915845231,322.372191,31.2585808,535.0,26.2585808,311.62838,5.25171616,35.1386392,0.0475,0.915845231,-227.276044,149.074074,290.22999400000003,535.15,107.382368,5329036.72
210MW_48,0.4017820802967846,-3478298.9000000004,232.21521452751,1715.216353,30.00044300000002,159.244324,88.56690700000001,243.50539900000007,152.199074,0.4017820863894631,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-232.247256,152.199074,290.152518,535.15,106.78267,5468765.51
195_200MW_0,0.4066148276050175,-3483114.799999999,213.473371885545,1560.306388,25.00056599999993,148.21424100000002,78.84241699999995,249.286505,138.343855,0.4066148228914786,0.0475,540.15,323.948298,36.0638214,540.15,31.063821400000002,314.872031,6.21276429,35.28863899999999,0.0475,0.908423622,323.798316,36.0638214,540.0,31.0638214,314.722031,6.21276429,35.1386392,0.0475,0.908423622,-213.506542,138.343855,290.196096,540.15,99.9515159,5314019.67
195_200MW_1,0.402496025888032,-3477178.0,217.3396699362,1602.917005,30.00047799999993,157.53583600000002,86.787869,243.511045,142.314815,0.4024960361691697,0.0475,535.15,321.692311,32.6069902,535.15,27.6069902,311.532375,5.521398029999999,35.28863899999999,0.0475,0.9130971,321.542287,32.6069902,535.0,27.6069902,311.382375,5.52139803,35.1386392,0.0475,0.9130971,-217.370408,142.314815,290.15005699999995,535.15,106.115097,5142909.71
195_200MW_2,0.4010437189440264,-3479419.2,216.8700897358518,1604.472062,30.000407,160.96440700000005,90.370722,243.487845,142.29798,0.4010437217080031,0.0475,535.15,322.59800099999995,31.135998100000002,535.15,26.135998100000002,311.800751,5.22719962,35.28863899999999,0.0475,0.916101488,322.447992,31.1359981,535.0,26.1359981,311.650751,5.22719962,35.1386392,0.0475,0.916101488,-216.899385,142.29798,290.14281700000004,535.15,107.462379,5083491.81
195_200MW_3,0.404074889062379,-3487487.5,224.5116743862,1649.487467,25.000451,154.79050699999993,85.44540000000006,243.452851,145.959596,0.404074904707939,0.0475,540.15,325.671879,33.1708704,540.15,28.170870400000002,315.39313400000003,5.63417409,35.28863899999999,0.0475,0.913822172,325.521837,33.1708704,540.0,28.1708704,315.243134,5.63417409,35.1386392,0.0475,0.913822172,-224.543745,145.959596,290.150047,540.15,102.314721,5488907.94
195_200MW_4,0.4042344650002499,-3487228.299999999,224.55974523585172,1649.487467,25.00045899999997,154.40514700000006,85.05928799999992,243.48933600000004,145.959596,0.404234484536368,0.0475,540.15,325.56864099999996,33.3424862,540.15,28.3424862,315.362206,5.66849723,35.28863899999999,0.0475,0.913488019,325.418594,33.3424862,540.0,28.3424862,315.212204,5.66849723,35.1386392,0.0475,0.913488018,-224.59199,145.959596,290.185388,540.15,102.180802,5495398.68
140MW_0,0.4024091761756471,-3484987.8000000007,158.42122262833996,1168.610227,27.00041299999998,158.381392,88.56668000000002,243.46651799999995,103.462402,0.4024091828901867,0.0475,538.15,324.73240499999997,31.871494100000003,538.15,26.871494100000003,314.04280100000005,5.374298830000001,35.28863899999999,0.0475,0.915681957,324.582388,31.8714941,538.0,26.8714941,313.892801,5.37429883,35.1386392,0.0475,0.915681957,-158.443276,103.462402,290.1521,538.15,104.841088,3794984.34
140MW_1,0.4028265261025039,-3489449.4000000004,159.08047752833997,1172.4192899999998,25.00039300000003,157.82170700000006,88.59141399999999,243.485887,103.626543,0.4028265329373698,0.0475,540.15,326.45741399999997,31.871494100000003,540.15,26.871494100000003,315.627391,5.374298830000001,35.28863899999999,0.0475,0.916414902,326.307396,31.8714941,540.0,26.8714941,315.477391,5.37429883,35.1386392,0.0475,0.916414902,-159.102566,103.626543,290.198031,540.15,103.477803,3856873.3
140MW_2,0.4017820787404892,-3478298.9000000004,160.0640724274501,1182.59742,30.00044300000002,159.24363100000005,88.56557800000007,243.50298000000004,104.938272,0.40178208613196,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-160.086428,104.938272,290.15005,535.15,106.781674,3770641.55
140MW_3,0.4059689560318548,-3492095.0,153.33189806834,1122.096602,22.00047799999993,150.54163099999994,82.19636700000001,243.43822,99.1666667,0.4059689532519834,0.0475,543.15,327.435024,34.5683129,543.15,29.5683129,317.522288,5.91366257,35.28863899999999,0.0475,0.912255002,327.285038,34.5683129,543.0,29.5683129,317.372288,5.91366257,35.1386392,0.0475,0.912255002,-153.354918,99.1666667,290.15929300000005,543.15,98.9449925,3860974.6
120_125MW_0,0.4029232994905126,-3489301.4000000004,132.57699217572,976.870931,25.00039700000002,157.57896600000004,88.32725500000004,243.44081200000005,86.3636364,0.4029233069735392,0.0475,540.15,326.39789299999995,31.969560299999998,540.15,26.969560299999998,315.60970699999996,5.39391205,35.28863899999999,0.0475,0.916215229,326.247874,31.9695603,540.0,26.9695603,315.459707,5.39391205,35.1386392,0.0475,0.916215229,-132.595592,86.3636364,290.15096000000005,540.15,103.371494,3217436.7
120_125MW_1,0.4017820791849065,-3478298.9000000004,135.54312040572,1001.5725,30.00044300000002,159.24371000000008,88.56573000000003,243.503257,88.8748597,0.4017820860189647,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-135.562177,88.8748597,290.15033300000005,535.15,106.781789,3193447.68
120_125MW_2,0.4019077230940792,-3483204.200000001,132.74607985572,980.500519,28.00040899999999,159.35633100000007,89.28586400000006,243.475049,86.8546577,0.4019077290535832,0.0475,537.15,324.050035,31.577295699999997,537.15,26.577295699999997,313.30400799999995,5.315459150000001,35.28863899999999,0.0475,0.915918528,323.900022,31.5772957,537.0,26.5772957,313.154008,5.31545915,35.1386392,0.0475,0.915918527,-132.764543,86.8546577,290.150983,537.15,105.773684,3156049.29
120_125MW_3,0.4017820797260508,-3478298.9000000004,137.09356597571997,1013.019226,30.00044300000002,159.24372400000004,88.56575700000008,243.503306,89.8905724,0.4017820863522731,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-137.112832,89.8905724,290.15038300000003,535.15,106.781809,3229943.61
120_125MW_4,0.4014613554056177,-3483873.799999999,136.31167329571997,1007.786544,28.00038699999993,160.39294600000005,90.37461100000009,243.46933100000007,89.2424242,0.401461360397259,0.0475,537.15,324.32111399999997,31.135998100000002,537.15,26.135998100000002,313.38416199999995,5.22719962,35.28863899999999,0.0475,0.916835483,324.171104,31.1359981,537.0,26.1359981,313.234162,5.22719962,35.1386392,0.0475,0.916835482,-136.330348,89.2424242,290.150038,537.15,106.182624,3231395.9
120_125MW_5,0.4017781011021847,-3485433.4000000004,132.56861937572,979.40818,27.20038699999997,159.81820900000002,90.01132500000006,243.46267300000005,86.6863075,0.4017781065323436,0.0475,537.95,324.92000299999995,31.2830973,537.95,26.2830973,313.99096,5.25661946,35.28863899999999,0.0475,0.916821575,324.769992,31.2830973,537.8,26.2830973,313.84096,5.25661946,35.1386392,0.0475,0.916821575,-132.58687,86.6863075,290.152064,537.95,105.515396,3160237.9
120_125MW_6,0.403542010167095,-3488339.1,134.64303683571998,990.758885,25.000425999999948,156.094698,86.78790299999991,243.446849,87.6332772,0.403542021864686,0.0475,540.15,326.011936,32.6069902,540.15,27.6069902,315.494778,5.521398029999999,35.28863899999999,0.0475,0.914933472,325.861908,32.6069902,540.0,27.6069902,315.344778,5.52139803,35.1386392,0.0475,0.914933472,-134.66229,87.6332772,290.15012,540.15,102.805256,3281161.43
120_125MW_7,0.4017820797145958,-3478298.9000000004,136.16415432455932,1006.15689,30.00044300000002,159.24366800000007,88.56564900000001,243.50310900000005,89.2817059,0.4017820855171087,0.0475,535.15,322.144081,31.871494100000003,535.15,26.871494100000003,311.66654500000004,5.374298830000001,35.28863899999999,0.0475,0.914580308,321.994067,31.8714941,535.0,26.8714941,311.516545,5.37429883,35.1386392,0.0475,0.914580308,-136.183295,89.2817059,290.150181,535.15,106.781728,3208068.29
120_125MW_8,0.403306135142791,-3488709.299999999,138.664929736375,1020.843369,25.00041499999997,156.664221,87.37709099999995,243.444248,90.2777778,0.4033061453317839,0.0475,540.15,326.16018899999995,32.3618248,540.15,27.3618248,315.53897800000004,5.47236496,35.28863899999999,0.0475,0.915423189,326.010165,32.3618248,540.0,27.3618248,315.388978,5.47236496,35.1386392,0.0475,0.915423189,-138.684585,90.2777778,290.15016,540.15,103.021363,3373701.81
100_110MW_0,0.3892024256810451,-3493199.1,120.5085603941,916.434204,29.99986100000001,188.305787,118.65063800000009,243.39679700000005,80.7239057,0.3892024257057396,0.0475,535.15,328.352946,22.064880600000002,535.15,17.064880600000002,313.45879,3.41297611,35.28863899999999,0.0475,0.939121747,328.202945,22.0648806,535.0,17.0648806,313.30879,3.41297611,35.1386392,0.0475,0.939121747,-120.5204,80.7239057,290.150227,535.15,117.26522,2660766.94
