first,second
Q_TES_heater_peak,474.79520254141994
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.10601045056554932
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,5936.52260542754
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.07967702308270222
flowSalt_charge_peak,1.0987577583574468
TES_fom_yr,6946.407233364936
