,Name,Dispatch
0,0,77718.35087064019
1,1,77158.56121697821
2,2,77367.34305954298
3,3,80329.97147463806
4,4,74931.2193686792
5,5,78221.02914771093
6,6,107279.62740795825
7,7,141215.03926961092
8,8,167849.91340865302
9,9,183684.538759721
