first,second
Q_TES_heater_peak,305.01793426918834
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.11777375073793961
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,1350.5545057095865
P_coldpump,138.4905088947856
TES_LCOE_Charge,0.03259861170430059
flowSalt_charge_peak,0.7058639597083873
TES_fom_yr,1345.638509163087
