first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.5392864453695188e6
subsidy,0.0
TES_LCOE_Capex,146.16707290529123
lifetime,25.0
Q_ind,300.0
CAPEX_TES_HEN,10901.387834284596
P_coldpump,215.57627218973101
TES_LCOE_Charge,385.2228973852289
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,11.144313157295121
