first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.4149813165012244e6
subsidy,0.0
TES_LCOE_Capex,24.633565559081823
lifetime,25.0
Q_ind,350.0
CAPEX_TES_HEN,2091.837751442671
P_coldpump,215.57627218973101
TES_LCOE_Charge,20.13942185842018
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,13.001698683510687
