first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.0502202399965497e6
subsidy,0.0
TES_LCOE_Capex,0.12202329596589855
lifetime,25.0
Q_ind,249.99999999999997
CAPEX_TES_HEN,2562.976579036882
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.07533195413982308
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,1789.5261584644222
