first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.4795397125899198e6
subsidy,0.0
TES_LCOE_Capex,54.8897728123075
lifetime,25.0
Q_ind,300.0
CAPEX_TES_HEN,10861.518946326112
P_coldpump,215.57627218973101
TES_LCOE_Charge,195.77875719465735
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,11.14431315729487
