State,Age grouping,Capacity,Ownership,Age,Avg daily generation,Unnamed: 9,Actual avg PLF,Target PLF,PLF Diff,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Annual target coal consumption (tons),Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Target coal used,Actual coal used,GCV,Wtd GCV,BCCL,CCL,ECL,MCL,NCL,NEC,SECL,WCL,Total,Auxiliary consumption (%),"Actual aux, MU","Targeted aux, MU", VC,VC  - ACTUAL,VC - TARGET,Diff,Diff Test,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,Fixed cost for FY 2018-19 (INR crore),Unnamed: 53,Actual coal cost (INR crore),Target coal cost (INR crore),Sox control cost (INR crore),Nox control cost (INR crore),Unnamed: 61,wtd PLF,ramp up (%/min),ramp down (%/min),wtd ramp up,wtd ramp down,Unnamed: 68,Actual energy,Target energy,Actual energy-coal cost,Target energy-coal cost,Actual energy-transport cost,Target energy-transport cost,Actual SHR.1,Reallocated SHR,Actual INR/Mcal,Reallocated INR/Mcal,Actual PLF,Reallocated PLF,Actual - pvt,Reallocated-pvt,Actual-cons,Reallocated cons,Actual age,Reallocated age,Actual capacity,Reallocated capacity,Actual aux,Reallocated aux
Andhra Pradesh, 5-10 years,150.0,PVT SECTOR,7.527720739219705,0.10252353839989438,,0.028478760666637327,0.85,0.8215212393333626,0.15,2.4133104451979093,132128.74687458551,13.843381904414784,3.06,,1.0,132128.74687458551,3280.9365638336762,3552.5078257455925,0.2621210742366231,,30993.75324283893,,0.0,,,,,,,,,0.0,0.11629609072167994,0.012301256790315213,,,3.6215383400867767,,,0.6020271946082748,0.1662599610615984,13.593342036057887,0.0,1.2224735304310752,,,16.212832321329046,0.0,,,,4.271814099995599,1.1025,1.2775,165.375,191.625,,16.239243807548327,,16.239243807548327,,0.0,,37304.166317473384,,236976.45543148194,,-432.831969757984,,-37835.73771466598,,66819.04974913156,,5800.801719838306,,-9256.337664434464,,34776.19420151988,
Andhra Pradesh, 5-10 years,210.0,STATE SECTOR,9.42368240930869,2.68528993727456,,0.532795622475111,0.85,0.31720437752488895,0.15,10.067353924497816,771662.6783127576,14.480713590314851,4.284,,0.0,0.0,3014.422591124572,3119.281222848228,0.2852951017989701,,824988.8856915057,3705.872573496995,778233.240434369,0.0,0.0,0.0,771662.6783127576,0.0,0.0,0.0,0.0,771662.6783127576,0.10362859790133408,0.27827283115832396,,3.61360745614035,3.5408952262675344,,,0.23245371193778913,0.065648288662531,347.05405668145033,0.0,1.2339235495312717,253.09,,255.33406012152105,0.0,73.5,16.8,,111.88708071977332,1.27,1.17,266.7,245.7,,377.2479014896457,,125.58141195835478,,251.6664895312909,,858557.8841224927,,6265007.360198769,,-154292.13657127184,,0.0,,1750120.262234102,,187373.23857678653,,-339417.9627815671,,786689.5376891529,
Andhra Pradesh, 5-10 years,500.0,CENTRAL SECTOR,8.676249144421625,7.96442355483164,,0.6637019629026366,0.85,0.18629803709736337,0.15,10.354727162102812,1889737.707083763,12.946747641649555,10.2,2362781.444601044,0.016194662129857273,30603.66368027273,2743.8977098764562,2805.4824755573763,0.31342337245946983,2370758.550992512,1892502.2572861132,4308.971560850572,2154485.780425286,0.0,21331.096979246144,534107.620460933,1333971.6817201427,327.3079234409234,0.0,0.0,0.0,1889737.7070837626,0.056962700163683135,0.4536750709304501,0.5810195416695679,2.9592455722168,2.7129580383748,2.7066455998925063,0.006312438482293903,0.13652292754568984,0.047987354223619355,788.6214039022495,1007.68415683998,0.9780716676506108,,,592.2759542684598,741.9506516957986,,,,331.8509814513183,0.88,0.89,440.0,445.0,,797.591859151343,999.1521611163877,410.0102964687751,513.6244422462366,387.5815626825679,485.5277188701511,2290029.278254427,2868745.0556758344,14728793.558170576,18863097.028811354,-570524.8589964756,-934998.8099999999,0.0,0.0,5190761.283108415,6647783.7,510815.6224052695,655281.5252566732,-2396893.2688265825,-3069690.0000000005,1282559.3872235033,1642567.809159702
Andhra Pradesh, 5-10 years,660.0,PVT SECTOR,5.2539356605065,11.2535738901067,,0.7104528971026957,0.85,0.13954710289730432,0.15,9.173770055305479,2209961.20632309,11.115330762046543,13.464,2677683.1805770127,0.515439638344098,1139101.60494166,2682.18820473637,2728.3184579976555,0.32063372677627916,3520933.669476655,2993505.2230394087,3743.6770082031862,2470826.825414103,0.0,0.0,0.0,2209961.20632309,0.0,0.0,0.0,0.0,2209961.20632309,0.05922328515582404,0.6664736155159252,0.797382311338015,2.20443382111819,3.1800946301171416,3.17536627915786,0.004728350959281702,0.10226290794520256,0.03067033165057987,1306.2411912607497,1560.489302764222,1.290269855437874,,,1256.0685254334237,1477.3763975190545,,,,468.89891208777914,,,,,,1445.968870731925,1700.7354598185536,1027.9313619202048,1209.0435367341918,418.03750881172016,491.69192308436203,3147091.669688905,3701580.653828475,27454476.441014327,32847082.57230025,-862219.2546172816,-1234198.4292000001,-4153068.424130093,-4968813.801600001,7334443.634646757,8775074.484000001,437795.15844264795,523786.84947843925,-4470527.242140448,-5348627.856000002,1884150.2359026032,2254234.878974267
Andhra Pradesh, 5-10 years,800.0,STATE SECTOR,5.4674880219028,8.86622688735905,,0.4617826503832838,0.85,0.38821734961671617,0.15,5.881355682671514,1717355.8593400822,11.282740133093771,16.32,3294560.1188633814,0.12048661201055144,206918.38910835562,2465.1715659312113,2593.5050410548283,0.3488603826540314,3907101.358747257,2232836.3043921534,3758.421560030215,3006737.248024172,0.0,0.0,0.0,1717355.8593400822,0.0,0.0,0.0,0.0,1717355.8593400822,0.0743080715713893,0.6588322221140525,1.2127077280450733,3.17734649122807,2.9523819693434605,2.93922778814329,0.013154181200170756,0.28449343814612194,0.09190081225767034,955.4026410493098,1750.839208841195,1.198321331981,,,748.5269780957146,1309.8007979464949,,,,369.42612030662707,0.615,0.62,492.0,496.0,,1005.6240846260735,1759.6790323154091,439.6628497072405,769.3386721197595,565.9612349188329,990.3403601956495,2356640.71482378,4123738.9954897305,20088813.159366503,36977333.75493582,-442254.5982365819,-1495998.096,0.0,0.0,5778505.743361494,10636453.920000002,358173.09598391666,660699.1257494858,-4269265.57080113,-7858406.4,1862547.680534199,3428378.1063234564
Assam, 0-5 years,250.0,CENTRAL SECTOR,3.1238877481177227,3.5098792985719136,,0.5849798830953189,0.4925,-0.09247988309531892,0.25,10.356637501891731,945043.1720476203,14.043941894421629,2.955,742521.795528226,0.007979458010659737,7540.932309614673,3049.2373024168082,3018.666116486129,0.2820415374022267,547402.467554084,643384.8243136303,6008.0677716880555,1502016.9429220136,0.0,30854.54011137276,598521.3047564636,0.0,0.0,315667.3271797839,0.0,0.0,945043.1720476203,0.06,0.21059275791431478,0.17729999999999999,2.97188267995282,2.8298316660024923,2.8329652125603864,-0.003133546557894403,-0.0677711079299116,0.022784369661637462,362.67538797712865,305.55654541373184,0.9659461135093234,,,200.22419608891803,170.3540631690099,,,,146.24497077382975,0.12,0.13,30.0,32.5,,373.38643421986876,317.68336416890946,253.1662271286613,215.39802027414862,120.22020709120739,102.28534389476077,1085517.018752247,923575.8634357709,6410430.993376943,5397001.42769475,-224463.26499520298,-156947.9620125,0.0,0.0,2287541.0186288035,1925902.0425000002,85617.06336288711,68351.59328542085,-528149.0874526087,-444653.6250000002,595354.9927051162,501234.9012
Bihar, 0-5 years,110.0,CENTRAL SECTOR,3.49623545516769,0.150129217649239,,0.056867127897439015,0.85,0.793132872102561,0.15,3.778656118617875,151713.04316250767,14.813751708042435,2.244,,0.0,0.0,3061.70794335592,3323.8948286463105,0.28088897305383054,,31628.876891288746,5758.662001789832,633452.8201968815,0.0,0.0,151713.04316250767,0.0,0.0,0.0,0.0,0.0,151713.04316250767,0.09,0.01351162958843151,,3.04,2.6070106673114335,,,0.5812236313341987,0.22294639551038162,14.28567922386404,0.0,0.7406739063126676,72.11,,9.789137397853867,0.0,,,,6.255384068718292,,,,,,13.49063538232813,,10.44524897085039,,3.0453864114777365,,51148.90734273475,,210249.23030954014,,-920.7007069546584,,0.0,,97845.7417629768,,3886.5264845749452,,-9939.905371338466,,38197.97135819777,
Bihar, 0-5 years,195.0,CENTRAL SECTOR,3.17590691307323,2.9214107835867,,0.6242330734159615,0.4925,-0.13173307341596147,0.25,11.19086112182989,796509.5403462424,14.332024101471594,2.3049,591047.4048181806,0.0,0.0,3098.7515697778917,3055.2044096190893,0.2775311220129989,564300.665743424,705187.5156866735,4619.778459018179,900856.799508545,0.0,651317.6584994554,145191.88184678706,0.0,0.0,0.0,0.0,0.0,796509.5403462425,0.0945996887429773,0.27636455081767924,0.2180428225836884,2.68938639281129,2.503448068141687,2.5079116520579645,-0.004463583916277436,-0.09653663086068488,0.036778492877926325,266.94640665827217,210.9877231892367,0.7219028768237415,,,218.25553610502544,174.65105604758972,,,,121.72544931611249,,,,,,235.18224793922911,188.1960416640569,146.84500838949046,117.5073780405754,88.33723954973864,70.6886636234815,914864.4786030917,732087.0305510589,3987618.0099707223,3146103.52053859,-196666.94139862928,-122419.41036974998,0.0,0.0,1904010.4890325384,1502203.5931499999,68699.90398521147,54202.03471047214,-342887.44437496277,-270527.26545,781294.7452018152,616416.6533282808
Bihar, 0-5 years,250.0,CENTRAL SECTOR,2.714579055441475,2.8347434486934993,,0.47245724144891654,0.581875,0.10941775855108342,0.225,8.78533880403232,801662.1658679491,14.038204466581107,3.49125,876674.5054361356,0.0,0.0,3014.7661497125255,3050.9365094580676,0.28536992750808465,844317.9179441642,723599.3457885649,4647.466718707131,1161866.6796767828,0.0,747826.1548189333,53836.01104901581,0.0,0.0,0.0,0.0,0.0,801662.1658679491,0.07500000000000001,0.19879253148298665,0.2591625,1.97192539109506,2.3007271506838487,2.297019688809931,0.0037074618739179055,0.08018352182140495,0.060617459855323415,231.20253614831594,291.07052897174617,0.6635388253283059,,,223.95399752156084,261.31639560371883,,,,118.11431036222913,,,,,,197.9621284479495,252.22494564437005,116.97847356497853,159.9013122100839,80.98365488297097,92.32363343428615,870632.3909036482,1073358.220595228,3422188.5800672234,4354084.62504296,-195407.6849248142,-234585.822759375,0.0,0.0,1847525.6168535717,2275399.4943750002,58532.258101894186,64374.753408624136,-426558.0204421544,-525345.8437500001,561995.2333737884,732663.7906499999
Bihar, 0-5 years,660.0,CENTRAL SECTOR,0.810403832991102,6.19244595847237,,0.39093724485305364,0.85,0.45906275514694633,0.15,5.477255160223985,1319470.7680979578,11.864332991409993,13.464,2858117.8176306672,0.0,0.0,2532.0284824709097,2683.781408315142,0.3396486279493819,3152265.5592279127,1536701.3491950922,3947.4147273821336,2605293.720072208,0.0,1319470.7680979578,0.0,0.0,0.0,0.0,0.0,0.0,1319470.7680979578,0.07,0.43347121709306596,0.9424800000000001,2.05723914801833,1.9238022911782624,1.9082476162792286,0.015554674899033838,0.3364103682267852,0.16678205177271016,434.82602288609513,937.7815755537991,0.6295435396645189,,,475.609067575881,975.626190581039,,,,258.0185816030154,,,,,,381.8809561291493,783.3598808001797,233.9196667218998,479.84399142992004,147.96128940724947,303.5158893702596,1703465.0618727999,3494351.2275188034,7371063.372752391,16026623.068862591,-261072.56361729515,-1234198.4292000001,0.0,0.0,4035886.4025356374,8775074.484000001,37158.60907721989,80792.55208213552,-2459973.9267869834,-5348627.856000002,1225442.2034556493,2664432.42912
Bihar, 10-15 years,500.0,CENTRAL SECTOR,12.0647958019621,9.625491214328333,,0.8021242678606945,0.8000000000000002,-0.0021242678606944176,0.15,12.387970433053349,2260804.6040322366,13.05407985702715,9.6,2242230.1872070166,0.0,0.0,2782.665408722336,2781.9631869465047,0.3090583342526932,2589508.382607641,2595421.2710626647,3765.370932047082,1882685.466023541,0.0,0.0,2260804.6040322366,0.0,0.0,0.0,0.0,0.0,2260804.6040322366,0.07241718123032055,0.697050941698873,0.6952049398110772,2.31168424687528,1.8804452150269781,1.880517192759001,-7.197773202275808e-05,-0.0015567059736740832,0.01029226599533218,660.6506846930488,658.9332243427539,0.5026696055634261,,,803.2828833938947,801.452844417065,,,,401.0621339303472,0.9733333333333333,0.9733333333333333,486.6666666666667,486.6666666666667,,491.2451223092298,490.12596772547323,395.0800713801098,394.180000004831,96.16505092912003,95.94596772064239,2744395.0426679314,2738142.7621827787,9148453.31506419,9124225.44149033,-833720.4086676285,-828234.2399999999,0.0,0.0,6273351.333245598,6256737.600000001,860016.9662639103,857604.2929500323,-2896791.580952112,-2889120.0000000005,1970593.6824241488,1965374.953863267
Bihar, 20-25 years,210.0,CENTRAL SECTOR,24.1752224503764,4.17754457156982,,0.8288778911844881,0.7,-0.1288778911844881,0.25,14.62518068453281,1121020.0994694398,14.919058921115672,3.528,,0.0,0.0,3176.7179586153316,3134.114639473006,0.27071965821443494,,1269173.7148368547,3765.370932047082,790727.8957298872,0.0,0.0,1121020.0994694398,0.0,0.0,0.0,0.0,0.0,1121020.0994694398,0.07241718123032055,0.30252600233711346,,2.36055487893033,2.180763393029128,,,-0.09444429621781658,0.04330790608449795,332.5236240165861,0.0,0.5026696055634261,150.9,,392.8092647420065,0.0,31.5,16.8,,174.0643571487425,1.11,1.24,233.10000000000002,260.4,,240.22127110078569,,193.19609014616768,,47.02518095461805,,1342022.6188778158,,3970506.089883039,,-373425.1882891303,,0.0,,2722687.5204809154,,747803.1817359776,,-528037.4563018538,,855254.3197511225,
Bihar, 25-30 years,210.0,CENTRAL SECTOR,26.509696554871066,4.058609603110997,,0.8052796831569439,0.65,-0.15527968315694377,0.25,14.370796204043046,1101521.5290398996,14.993003388375541,3.276,,0.0,0.0,3211.0831543862646,3159.752163189454,0.2678247537918923,,1242994.3087190338,3765.370932047082,790727.8957298872,0.0,0.0,1101521.5290398996,0.0,0.0,0.0,0.0,0.0,1101521.5290398996,0.07241718123032055,0.29391306717160837,,2.36055487893033,2.2006768527167946,,,-0.11379205741107153,0.05173760162932827,325.9717998416075,0.0,0.5026696055634261,150.9,,384.70673854854095,0.0,31.5,16.8,,169.10873346295818,1.24,1.2266666666666668,260.40000000000003,257.59999999999997,,235.26619667656078,,189.21101005414752,,46.05518662241332,,1314340.5492381842,,3857465.520602325,,-352636.5630199122,,0.0,,2645172.427865172,,795854.7666846747,,-513004.1952236269,,830905.1730690924,
Bihar, 5-10 years,110.0,CENTRAL SECTOR,6.00547570157426,1.016693117801137,,0.38511102947012765,0.85,0.4648889705298723,0.15,8.425092179174094,338267.45099383977,14.893231892847364,2.244,,0.0,0.0,3080.879886300479,3234.5587911553034,0.2791414635594775,,259662.3060149467,4619.778459018179,508175.6304919997,0.0,276606.3091122728,61661.14188156706,0.0,0.0,0.0,0.0,0.0,338267.4509938399,0.0945996887429773,0.09617885249111471,,3.38855595667871,2.5939449343436047,,,0.340679935383701,0.13135002291355563,96.27125682228805,0.0,0.7219028768237415,182.3,,80.365483711626,0.0,38.5,8.8,,42.362213241714045,,,,,,86.5981933531743,,54.07088562546409,,32.527307727710195,,336869.00990287896,,1387748.6212944216,,-43064.575202261665,,0.0,,662623.1310216254,,45740.3046183651,,-67314.23463649549,,271901.847861891,
Bihar, 5-10 years,195.0,CENTRAL SECTOR,5.1772758384668,2.81276400728578,,0.6010179502747393,0.85,0.24898204972526072,0.15,10.960165209740966,780089.7588033132,14.424327162183435,3.978,,0.0,0.0,2995.863899103012,3078.170194059151,0.2870624397381642,,684065.4240325161,4619.778459018179,900856.799508545,0.0,637890.9597270035,142198.79907630986,0.0,0.0,0.0,0.0,0.0,780089.7588033134,0.0945996887429773,0.26608659959668435,,2.68938639281129,2.52062119725487,,,0.18245902567966557,0.07238653149405234,258.78180915686323,0.0,0.7219028768237415,,,211.71824873806372,0.0,68.25,15.6,,117.19850030357415,,,,,,228.13796413399749,,142.44664106567578,,85.69132306832172,,887462.04884032,,3839319.166022832,,-182310.92719232212,,0.0,,1833200.6587824598,,107827.69904140396,,-330135.5179171356,,752238.5248702089,
