Label,Solar,Wind,Coal,TES,Li-ion
CEM_TES_eff35emissions0,11158.17619051816,4138.546992951049,0.0,238.38282254593986,3237.8079519146336
CEM_TES_eff45emissions0,11129.445795865317,4024.483129419323,0.0,365.715037136248,3213.288247873589
