first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,957170.945992792
subsidy,0.0
TES_LCOE_Capex,0.30863276168921217
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,1308.2171106310159
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.3173511091435456
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,163.29323204392162
