first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.1707811815125793e6
subsidy,0.0
TES_LCOE_Capex,69.54683147349272
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,10819.984663724028
P_coldpump,215.57627218973101
TES_LCOE_Charge,314.6078365787241
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,7.429542104862701
