first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,608656.9078666314
subsidy,0.0
TES_LCOE_Capex,0.052408046124982004
lifetime,25.0
Q_ind,150.0
CAPEX_TES_HEN,3044.9891503242234
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.033336788792401255
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,6946.407233364936
