first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,289802.5152340435
subsidy,0.0
TES_LCOE_Capex,0.04816680105257059
lifetime,25.0
Q_ind,99.99999999999999
CAPEX_TES_HEN,4863.193118864297
P_coldpump,215.57627218973101
TES_LCOE_Charge,0.021311019298603327
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,6946.407233364936
