first,second
Q_TES_heater_peak,474.7952025414198
q_turbind_dispatch,1.0998548433844794e6
subsidy,0.0
TES_LCOE_Capex,78.61518569204422
lifetime,25.0
Q_ind,199.99999999999997
CAPEX_TES_HEN,10819.775949137795
P_coldpump,215.57627218973101
TES_LCOE_Charge,134.2499661919445
flowSalt_charge_peak,1.0987577583574466
TES_fom_yr,6946.407233364936
