first,second
Q_TES_heater_peak,70.7872789925748
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.14616935403860748
lifetime,9.0
Q_ind,0.0
CAPEX_TES_HEN,646.7230387084473
P_coldpump,32.140294682826934
TES_LCOE_Charge,0.06215141411699341
flowSalt_charge_peak,0.1638139382407081
TES_fom_yr,2778.562893345974
