first,second
Q_TES_heater_peak,474.88054927722027
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.09495302635284106
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,1508.1282529066805
P_coldpump,125.7376029260332
TES_LCOE_Charge,0.07006004344577985
flowSalt_charge_peak,0.6408644389706076
TES_fom_yr,3833.1493265029417
