first,second
Q_TES_heater_peak,474.901319000169
q_turbind_dispatch,0.0
subsidy,0.0
TES_LCOE_Capex,0.0877969515279626
lifetime,25.0
Q_ind,0.0
CAPEX_TES_HEN,1983.1186988940763
P_coldpump,103.874736664251
TES_LCOE_Charge,0.07182191286763165
flowSalt_charge_peak,0.5294329085843579
TES_fom_yr,6946.407233364936
