Label,Solar,Wind,Coal,TES,Li-ion
CEM_TES_life35emissions0,11143.272221643143,4056.5884543727216,0.0,357.88567782129127,3222.762310711294
CEM_TES_life15emissions0,11131.959019260175,4128.415440654932,0.0,245.49327337938618,3225.0232666647407
