0
1
0
13
13
13
13
13
13
20
7
7
13
7
13
13
13
13
22
12
1
22
22
17
11
17
14
1
13
21
7
3
2
0
9
19
10
5
13
13
13
18
6
8
8
4
8
16
18
15
8
8
13
